"",,,,,,,,(13.6),,(23.3)
Invasive ventilation,45/1566,5/24,39/1460,11/130,28/1321,22/269,44/1531,6/59,46/1560,4/30
"",(2.9),(20.8),(2.7),(8.5),(2.1),(8.2),(2.9),,(2.9),
"",,,,,,,,(10.2),,(13.3)
"",Hepatitis B infection,,Malignancy,Chronic kidney disease,Immunodeficiency
"",No Yes,No,Yes,No Yes,No Yes (n=59)
"",(n=1566) (n=24),(n=1460),(n=130),(n=1321) (n=269),(n=1531)
Age (year),48.9±16.3 50.8±14.8,48.7±16.2,63.1±12.1,48.8±16.2 63.7±14,48.9±16.3 51±21.7
Incubation period (day),3.7±4.2 3±2.8,3.7±4.2,3.1±3.1,3.6±4.1 3.3±7.5,3.6±4.1 12.7±16.3
Temperature on admission (°C),37.4±0.9 37.3±0.8,37.4±0.9,37.3±0.9,37.4±0.9 37.2±1,37.4±0.9 36.6±0.2
Respiratory rate on admission (breath/min),21.2±12.1 21.2±3,21.3±12.1,20.2±1.6,21.3±12.1 19±2.8,21.3±12 19±1
Heart rate (bit/minute),88.7±14.6 86.3±13.2,88.7±14.6,89.4±13.1,88.7±14.6 89.1±12.5,88.7±14.6 91±18.5
Systolic pressure on admission (mmHg),126.1±16. 124.8±14.,126±16.4,128.3±14.5,125.9±16.3 135.4±20.5,126.1±16.4 127.3±7.4
"",4 7,,,,
Diastolic pressure on admission (mmHg),79.6±25.7 78.3±13,79.5±25.7,81.2±8.8,79.5±25.7 79.8±14,79.5±25.6 84.7±15
Highest temperature (°C),38.3±1.5 37.6±4.4,38.3±1.6,38.5±0.9,38.3±1.6 38.5±0.5,38.3±1.6 38±0.5
Sex,,,,,
Male,885/1550 19/28,893/1560,11/18,891/1559 13/19,904/1575 0/3
"",(57.1) (67.9),(57.2),(61.1),(57.2) (68.4),(57.4)
"",,,,,(0)
"",Hepatitis B infection,,Malignancy,Chronic kidney disease,Immunodeficiency
"",No Yes,No,Yes,No Yes,No Yes (n=59)
"",(n=1566) (n=24),(n=1460),(n=130),(n=1321) (n=269),(n=1531)
Age (year),48.9±16.3 50.8±14.8,48.7±16.2,63.1±12.1,48.8±16.2 63.7±14,48.9±16.3 51±21.7
Incubation period (day),3.7±4.2 3±2.8,3.7±4.2,3.1±3.1,3.6±4.1 3.3±7.5,3.6±4.1 12.7±16.3
Temperature on admission (°C),37.4±0.9 37.3±0.8,37.4±0.9,37.3±0.9,37.4±0.9 37.2±1,37.4±0.9 36.6±0.2
Respiratory rate on admission (breath/min),21.2±12.1 21.2±3,21.3±12.1,20.2±1.6,21.3±12.1 19±2.8,21.3±12 19±1
Heart rate (bit/minute),88.7±14.6 86.3±13.2,88.7±14.6,89.4±13.1,88.7±14.6 89.1±12.5,88.7±14.6 91±18.5
Systolic pressure on admission (mmHg),126.1±16. 124.8±14.,126±16.4,128.3±14.5,125.9±16.3 135.4±20.5,126.1±16.4 127.3±7.4
"",4 7,,,,
Diastolic pressure on admission (mmHg),79.6±25.7 78.3±13,79.5±25.7,81.2±8.8,79.5±25.7 79.8±14,79.5±25.6 84.7±15
Highest temperature (°C),38.3±1.5 37.6±4.4,38.3±1.6,38.5±0.9,38.3±1.6 38.5±0.5,38.3±1.6 38±0.5
Sex,,,,,
Male,885/1550 19/28,893/1560,11/18,891/1559 13/19,904/1575 0/3
"",(57.1) (67.9),(57.2),(61.1),(57.2) (68.4),(57.4)
"",,,,,(0)
"",Hepatitis B infection,,Malignancy,Chronic kidney disease,Immunodeficiency
"",No Yes,No,Yes,No Yes,No Yes (n=59)
"",(n=1566) (n=24),(n=1460),(n=130),(n=1321) (n=269),(n=1531)
Age (year),48.9±16.3 50.8±14.8,48.7±16.2,63.1±12.1,48.8±16.2 63.7±14,48.9±16.3 51±21.7
Incubation period (day),3.7±4.2 3±2.8,3.7±4.2,3.1±3.1,3.6±4.1 3.3±7.5,3.6±4.1 12.7±16.3
Temperature on admission (°C),37.4±0.9 37.3±0.8,37.4±0.9,37.3±0.9,37.4±0.9 37.2±1,37.4±0.9 36.6±0.2
Respiratory rate on admission (breath/min),21.2±12.1 21.2±3,21.3±12.1,20.2±1.6,21.3±12.1 19±2.8,21.3±12 19±1
Heart rate (bit/minute),88.7±14.6 86.3±13.2,88.7±14.6,89.4±13.1,88.7±14.6 89.1±12.5,88.7±14.6 91±18.5
Systolic pressure on admission (mmHg),126.1±16. 124.8±14.,126±16.4,128.3±14.5,125.9±16.3 135.4±20.5,126.1±16.4 127.3±7.4
"",4 7,,,,
Diastolic pressure on admission (mmHg),79.6±25.7 78.3±13,79.5±25.7,81.2±8.8,79.5±25.7 79.8±14,79.5±25.6 84.7±15
Highest temperature (°C),38.3±1.5 37.6±4.4,38.3±1.6,38.5±0.9,38.3±1.6 38.5±0.5,38.3±1.6 38±0.5
Sex,,,,,
Male,885/1550 19/28,893/1560,11/18,891/1559 13/19,904/1575 0/3
"",(57.1) (67.9),(57.2),(61.1),(57.2) (68.4),(57.4)
"",,,,,(0)
"",Hepatitis B infection,,Malignancy,Chronic kidney disease,Immunodeficiency
"",No Yes,No,Yes,No Yes,No Yes (n=59)
"",(n=1566) (n=24),(n=1460),(n=130),(n=1321) (n=269),(n=1531)
Age (year),48.9±16.3 50.8±14.8,48.7±16.2,63.1±12.1,48.8±16.2 63.7±14,48.9±16.3 51±21.7
Incubation period (day),3.7±4.2 3±2.8,3.7±4.2,3.1±3.1,3.6±4.1 3.3±7.5,3.6±4.1 12.7±16.3
Temperature on admission (°C),37.4±0.9 37.3±0.8,37.4±0.9,37.3±0.9,37.4±0.9 37.2±1,37.4±0.9 36.6±0.2
Respiratory rate on admission (breath/min),21.2±12.1 21.2±3,21.3±12.1,20.2±1.6,21.3±12.1 19±2.8,21.3±12 19±1
Heart rate (bit/minute),88.7±14.6 86.3±13.2,88.7±14.6,89.4±13.1,88.7±14.6 89.1±12.5,88.7±14.6 91±18.5
Systolic pressure on admission (mmHg),126.1±16. 124.8±14.,126±16.4,128.3±14.5,125.9±16.3 135.4±20.5,126.1±16.4 127.3±7.4
"",4 7,,,,
Diastolic pressure on admission (mmHg),79.6±25.7 78.3±13,79.5±25.7,81.2±8.8,79.5±25.7 79.8±14,79.5±25.6 84.7±15
Highest temperature (°C),38.3±1.5 37.6±4.4,38.3±1.6,38.5±0.9,38.3±1.6 38.5±0.5,38.3±1.6 38±0.5
Sex,,,,,
Male,885/1550 19/28,893/1560,11/18,891/1559 13/19,904/1575 0/3
"",(57.1) (67.9),(57.2),(61.1),(57.2) (68.4),(57.4)
"",,,,,(0)
"",Hepatitis B infection,,Malignancy,Chronic kidney disease,Immunodeficiency
"",No Yes,No,Yes,No Yes,No Yes (n=59)
"",(n=1566) (n=24),(n=1460),(n=130),(n=1321) (n=269),(n=1531)
Age (year),48.9±16.3 50.8±14.8,48.7±16.2,63.1±12.1,48.8±16.2 63.7±14,48.9±16.3 51±21.7
Incubation period (day),3.7±4.2 3±2.8,3.7±4.2,3.1±3.1,3.6±4.1 3.3±7.5,3.6±4.1 12.7±16.3
Temperature on admission (°C),37.4±0.9 37.3±0.8,37.4±0.9,37.3±0.9,37.4±0.9 37.2±1,37.4±0.9 36.6±0.2
Respiratory rate on admission (breath/min),21.2±12.1 21.2±3,21.3±12.1,20.2±1.6,21.3±12.1 19±2.8,21.3±12 19±1
Heart rate (bit/minute),88.7±14.6 86.3±13.2,88.7±14.6,89.4±13.1,88.7±14.6 89.1±12.5,88.7±14.6 91±18.5
Systolic pressure on admission (mmHg),126.1±16. 124.8±14.,126±16.4,128.3±14.5,125.9±16.3 135.4±20.5,126.1±16.4 127.3±7.4
"",4 7,,,,
Diastolic pressure on admission (mmHg),79.6±25.7 78.3±13,79.5±25.7,81.2±8.8,79.5±25.7 79.8±14,79.5±25.6 84.7±15
Highest temperature (°C),38.3±1.5 37.6±4.4,38.3±1.6,38.5±0.9,38.3±1.6 38.5±0.5,38.3±1.6 38±0.5
Sex,,,,,
Male,885/1550 19/28,893/1560,11/18,891/1559 13/19,904/1575 0/3
"",(57.1) (67.9),(57.2),(61.1),(57.2) (68.4),(57.4)
"",,,,,(0)
"",Hepatitis B infection,,Malignancy,Chronic kidney disease,Immunodeficiency
"",No Yes,No,Yes,No Yes,No Yes (n=59)
"",(n=1566) (n=24),(n=1460),(n=130),(n=1321) (n=269),(n=1531)
Age (year),48.9±16.3 50.8±14.8,48.7±16.2,63.1±12.1,48.8±16.2 63.7±14,48.9±16.3 51±21.7
Incubation period (day),3.7±4.2 3±2.8,3.7±4.2,3.1±3.1,3.6±4.1 3.3±7.5,3.6±4.1 12.7±16.3
Temperature on admission (°C),37.4±0.9 37.3±0.8,37.4±0.9,37.3±0.9,37.4±0.9 37.2±1,37.4±0.9 36.6±0.2
Respiratory rate on admission (breath/min),21.2±12.1 21.2±3,21.3±12.1,20.2±1.6,21.3±12.1 19±2.8,21.3±12 19±1
Heart rate (bit/minute),88.7±14.6 86.3±13.2,88.7±14.6,89.4±13.1,88.7±14.6 89.1±12.5,88.7±14.6 91±18.5
Systolic pressure on admission (mmHg),126.1±16. 124.8±14.,126±16.4,128.3±14.5,125.9±16.3 135.4±20.5,126.1±16.4 127.3±7.4
"",4 7,,,,
Diastolic pressure on admission (mmHg),79.6±25.7 78.3±13,79.5±25.7,81.2±8.8,79.5±25.7 79.8±14,79.5±25.6 84.7±15
Highest temperature (°C),38.3±1.5 37.6±4.4,38.3±1.6,38.5±0.9,38.3±1.6 38.5±0.5,38.3±1.6 38±0.5
Sex,,,,,
Male,885/1550 19/28,893/1560,11/18,891/1559 13/19,904/1575 0/3
"",(57.1) (67.9),(57.2),(61.1),(57.2) (68.4),(57.4)
"",,,,,(0)
"",Hepatitis B infection,,Malignancy,Chronic kidney disease,Immunodeficiency
"",No Yes,No,Yes,No Yes,No Yes (n=59)
"",(n=1566) (n=24),(n=1460),(n=130),(n=1321) (n=269),(n=1531)
Age (year),48.9±16.3 50.8±14.8,48.7±16.2,63.1±12.1,48.8±16.2 63.7±14,48.9±16.3 51±21.7
Incubation period (day),3.7±4.2 3±2.8,3.7±4.2,3.1±3.1,3.6±4.1 3.3±7.5,3.6±4.1 12.7±16.3
Temperature on admission (°C),37.4±0.9 37.3±0.8,37.4±0.9,37.3±0.9,37.4±0.9 37.2±1,37.4±0.9 36.6±0.2
Respiratory rate on admission (breath/min),21.2±12.1 21.2±3,21.3±12.1,20.2±1.6,21.3±12.1 19±2.8,21.3±12 19±1
Heart rate (bit/minute),88.7±14.6 86.3±13.2,88.7±14.6,89.4±13.1,88.7±14.6 89.1±12.5,88.7±14.6 91±18.5
Systolic pressure on admission (mmHg),126.1±16. 124.8±14.,126±16.4,128.3±14.5,125.9±16.3 135.4±20.5,126.1±16.4 127.3±7.4
"",4 7,,,,
Diastolic pressure on admission (mmHg),79.6±25.7 78.3±13,79.5±25.7,81.2±8.8,79.5±25.7 79.8±14,79.5±25.6 84.7±15
Highest temperature (°C),38.3±1.5 37.6±4.4,38.3±1.6,38.5±0.9,38.3±1.6 38.5±0.5,38.3±1.6 38±0.5
Sex,,,,,
Male,885/1550 19/28,893/1560,11/18,891/1559 13/19,904/1575 0/3
"",(57.1) (67.9),(57.2),(61.1),(57.2) (68.4),(57.4)
"",,,,,(0)
Female,665/1550,9/28,667/1560,7/18,668/1559,6/19 (31.6),671/1575,3/3
"",(42.9),(32.1),(42.8),,(42.8),,(42.6),
"",,,,(38.9),,,,(100)
Smoking status,,,,,,,,
Never/unknown,1454/156,25/28,1465/1572,14/18,1459/1569,20/21,1477/1587,2/3
"",2 (93.1),(89.3),(93.2),(77.8),(93),(95.2),(93.1),
"",,,,,,,,(66.7)
Former/current,108/1562,3/28,107/1572,4/18,110/1569,1/21,110/1587,1/3
"",(6.9),(10.7),(6.8),,(7),,(6.9),
"",,,,(22.2),,(4.8),,(33.3)
Symptoms,,,,,,,,
Fever,1326/150,25/28,1335/1519,16/17,1334/1516,17/20,1348/1533,3/3
"",8 (87.9),(89.3),(87.9),(94.1),(88),,(87.9),
"",,,,,,(85),,(100)
Conjunctival congestion,9/1323,1/22,10/1330,0/15,10/1328,0/17,10/1343,0/2
"",(0.7),,(0.8),,(0.8),,(0.7),
"",,(4.5),,(0),,(0),,(0)
Nasal congestion,73/1277,0/22,71/1285,2/14,73/1282,0/17,73/1297,0/2
"",(5.7),,(5.5),,(5.7),,(5.6),
"",,(0),,(14.3),,(0),,(0)
Female,665/1550,9/28,667/1560,7/18,668/1559,6/19 (31.6),671/1575,3/3
"",(42.9),(32.1),(42.8),,(42.8),,(42.6),
"",,,,(38.9),,,,(100)
Smoking status,,,,,,,,
Never/unknown,1454/156,25/28,1465/1572,14/18,1459/1569,20/21,1477/1587,2/3
"",2 (93.1),(89.3),(93.2),(77.8),(93),(95.2),(93.1),
"",,,,,,,,(66.7)
Former/current,108/1562,3/28,107/1572,4/18,110/1569,1/21,110/1587,1/3
"",(6.9),(10.7),(6.8),,(7),,(6.9),
"",,,,(22.2),,(4.8),,(33.3)
Symptoms,,,,,,,,
Fever,1326/150,25/28,1335/1519,16/17,1334/1516,17/20,1348/1533,3/3
"",8 (87.9),(89.3),(87.9),(94.1),(88),,(87.9),
"",,,,,,(85),,(100)
Conjunctival congestion,9/1323,1/22,10/1330,0/15,10/1328,0/17,10/1343,0/2
"",(0.7),,(0.8),,(0.8),,(0.7),
"",,(4.5),,(0),,(0),,(0)
Nasal congestion,73/1277,0/22,71/1285,2/14,73/1282,0/17,73/1297,0/2
"",(5.7),,(5.5),,(5.7),,(5.6),
"",,(0),,(14.3),,(0),,(0)
Female,665/1550,9/28,667/1560,7/18,668/1559,6/19 (31.6),671/1575,3/3
"",(42.9),(32.1),(42.8),,(42.8),,(42.6),
"",,,,(38.9),,,,(100)
Smoking status,,,,,,,,
Never/unknown,1454/156,25/28,1465/1572,14/18,1459/1569,20/21,1477/1587,2/3
"",2 (93.1),(89.3),(93.2),(77.8),(93),(95.2),(93.1),
"",,,,,,,,(66.7)
Former/current,108/1562,3/28,107/1572,4/18,110/1569,1/21,110/1587,1/3
"",(6.9),(10.7),(6.8),,(7),,(6.9),
"",,,,(22.2),,(4.8),,(33.3)
Symptoms,,,,,,,,
Fever,1326/150,25/28,1335/1519,16/17,1334/1516,17/20,1348/1533,3/3
"",8 (87.9),(89.3),(87.9),(94.1),(88),,(87.9),
"",,,,,,(85),,(100)
Conjunctival congestion,9/1323,1/22,10/1330,0/15,10/1328,0/17,10/1343,0/2
"",(0.7),,(0.8),,(0.8),,(0.7),
"",,(4.5),,(0),,(0),,(0)
Nasal congestion,73/1277,0/22,71/1285,2/14,73/1282,0/17,73/1297,0/2
"",(5.7),,(5.5),,(5.7),,(5.6),
"",,(0),,(14.3),,(0),,(0)
Female,665/1550,9/28,667/1560,7/18,668/1559,6/19 (31.6),671/1575,3/3
"",(42.9),(32.1),(42.8),,(42.8),,(42.6),
"",,,,(38.9),,,,(100)
Smoking status,,,,,,,,
Never/unknown,1454/156,25/28,1465/1572,14/18,1459/1569,20/21,1477/1587,2/3
"",2 (93.1),(89.3),(93.2),(77.8),(93),(95.2),(93.1),
"",,,,,,,,(66.7)
Former/current,108/1562,3/28,107/1572,4/18,110/1569,1/21,110/1587,1/3
"",(6.9),(10.7),(6.8),,(7),,(6.9),
"",,,,(22.2),,(4.8),,(33.3)
Symptoms,,,,,,,,
Fever,1326/150,25/28,1335/1519,16/17,1334/1516,17/20,1348/1533,3/3
"",8 (87.9),(89.3),(87.9),(94.1),(88),,(87.9),
"",,,,,,(85),,(100)
Conjunctival congestion,9/1323,1/22,10/1330,0/15,10/1328,0/17,10/1343,0/2
"",(0.7),,(0.8),,(0.8),,(0.7),
"",,(4.5),,(0),,(0),,(0)
Nasal congestion,73/1277,0/22,71/1285,2/14,73/1282,0/17,73/1297,0/2
"",(5.7),,(5.5),,(5.7),,(5.6),
"",,(0),,(14.3),,(0),,(0)
Female,665/1550,9/28,667/1560,7/18,668/1559,6/19 (31.6),671/1575,3/3
"",(42.9),(32.1),(42.8),,(42.8),,(42.6),
"",,,,(38.9),,,,(100)
Smoking status,,,,,,,,
Never/unknown,1454/156,25/28,1465/1572,14/18,1459/1569,20/21,1477/1587,2/3
"",2 (93.1),(89.3),(93.2),(77.8),(93),(95.2),(93.1),
"",,,,,,,,(66.7)
Former/current,108/1562,3/28,107/1572,4/18,110/1569,1/21,110/1587,1/3
"",(6.9),(10.7),(6.8),,(7),,(6.9),
"",,,,(22.2),,(4.8),,(33.3)
Symptoms,,,,,,,,
Fever,1326/150,25/28,1335/1519,16/17,1334/1516,17/20,1348/1533,3/3
"",8 (87.9),(89.3),(87.9),(94.1),(88),,(87.9),
"",,,,,,(85),,(100)
Conjunctival congestion,9/1323,1/22,10/1330,0/15,10/1328,0/17,10/1343,0/2
"",(0.7),,(0.8),,(0.8),,(0.7),
"",,(4.5),,(0),,(0),,(0)
Nasal congestion,73/1277,0/22,71/1285,2/14,73/1282,0/17,73/1297,0/2
"",(5.7),,(5.5),,(5.7),,(5.6),
"",,(0),,(14.3),,(0),,(0)
Female,665/1550,9/28,667/1560,7/18,668/1559,6/19 (31.6),671/1575,3/3
"",(42.9),(32.1),(42.8),,(42.8),,(42.6),
"",,,,(38.9),,,,(100)
Smoking status,,,,,,,,
Never/unknown,1454/156,25/28,1465/1572,14/18,1459/1569,20/21,1477/1587,2/3
"",2 (93.1),(89.3),(93.2),(77.8),(93),(95.2),(93.1),
"",,,,,,,,(66.7)
Former/current,108/1562,3/28,107/1572,4/18,110/1569,1/21,110/1587,1/3
"",(6.9),(10.7),(6.8),,(7),,(6.9),
"",,,,(22.2),,(4.8),,(33.3)
Symptoms,,,,,,,,
Fever,1326/150,25/28,1335/1519,16/17,1334/1516,17/20,1348/1533,3/3
"",8 (87.9),(89.3),(87.9),(94.1),(88),,(87.9),
"",,,,,,(85),,(100)
Conjunctival congestion,9/1323,1/22,10/1330,0/15,10/1328,0/17,10/1343,0/2
"",(0.7),,(0.8),,(0.8),,(0.7),
"",,(4.5),,(0),,(0),,(0)
Nasal congestion,73/1277,0/22,71/1285,2/14,73/1282,0/17,73/1297,0/2
"",(5.7),,(5.5),,(5.7),,(5.6),
"",,(0),,(14.3),,(0),,(0)
Female,665/1550,9/28,667/1560,7/18,668/1559,6/19 (31.6),671/1575,3/3
"",(42.9),(32.1),(42.8),,(42.8),,(42.6),
"",,,,(38.9),,,,(100)
Smoking status,,,,,,,,
Never/unknown,1454/156,25/28,1465/1572,14/18,1459/1569,20/21,1477/1587,2/3
"",2 (93.1),(89.3),(93.2),(77.8),(93),(95.2),(93.1),
"",,,,,,,,(66.7)
Former/current,108/1562,3/28,107/1572,4/18,110/1569,1/21,110/1587,1/3
"",(6.9),(10.7),(6.8),,(7),,(6.9),
"",,,,(22.2),,(4.8),,(33.3)
Symptoms,,,,,,,,
Fever,1326/150,25/28,1335/1519,16/17,1334/1516,17/20,1348/1533,3/3
"",8 (87.9),(89.3),(87.9),(94.1),(88),,(87.9),
"",,,,,,(85),,(100)
Conjunctival congestion,9/1323,1/22,10/1330,0/15,10/1328,0/17,10/1343,0/2
"",(0.7),,(0.8),,(0.8),,(0.7),
"",,(4.5),,(0),,(0),,(0)
Nasal congestion,73/1277,0/22,71/1285,2/14,73/1282,0/17,73/1297,0/2
"",(5.7),,(5.5),,(5.7),,(5.6),
"",,(0),,(14.3),,(0),,(0)
Headache,202/1306,3/22,203/1314,2/14,203/1311,2/17,205/1326,0/2
"",(15.5),(13.6),(15.4),,(15.5),,(15.5),
"",,,,(14.3),,(11.8),,(0)
Dry cough,1037/147,15/26,1039/1481,13/17,1037/1479,15/19,1050/1495,2/3
"",2 (70.4),(57.7),(70.2),(76.5),(70.1),(78.9),(70.2),
"",,,,,,,,(66.7)
Pharyngodynia,188/1294,6/23,193/1303,1/14,191/1300,3/17,193/1315,1/2
"",(14.5),(26.1),(14.8),,(14.7),,(14.7),
"",,,,(7.1),,(17.6),,(50)
Productive cough,508/1401,5/23,504/1408,9/16,505/1407,8/17,512/1421,1/3
"",(36.3),(21.7),(35.8),,(35.9),,(36),
"",,,,(56.3),,(47.1),,(33.3)
Fatigue,570/1340,14/25,577/1349,7/16,581/1350,3/15,583/1363,1/2
"",(42.5),,(42.8),,(43),,(42.8),
"",,(56),,(43.8),,(20),,(50)
Hemoptysis,16/1293,0/22,15/1299,1/16,16/1300,0/15,16/1313,0/2
"",(1.2),,(1.2),,(1.2),,(1.2),
"",,(0),,(6.3),,(0),,(0)
Shortness of breath,321/1370,10/24,323/1377,8/17,321/1375,10/19,330/1392,1/2
"",(23.4),(41.7),(23.5),,(23.3),(52.6),(23.7),
"",,,,(47.1),,,,(50)
Headache,202/1306,3/22,203/1314,2/14,203/1311,2/17,205/1326,0/2
"",(15.5),(13.6),(15.4),,(15.5),,(15.5),
"",,,,(14.3),,(11.8),,(0)
Dry cough,1037/147,15/26,1039/1481,13/17,1037/1479,15/19,1050/1495,2/3
"",2 (70.4),(57.7),(70.2),(76.5),(70.1),(78.9),(70.2),
"",,,,,,,,(66.7)
Pharyngodynia,188/1294,6/23,193/1303,1/14,191/1300,3/17,193/1315,1/2
"",(14.5),(26.1),(14.8),,(14.7),,(14.7),
"",,,,(7.1),,(17.6),,(50)
Productive cough,508/1401,5/23,504/1408,9/16,505/1407,8/17,512/1421,1/3
"",(36.3),(21.7),(35.8),,(35.9),,(36),
"",,,,(56.3),,(47.1),,(33.3)
Fatigue,570/1340,14/25,577/1349,7/16,581/1350,3/15,583/1363,1/2
"",(42.5),,(42.8),,(43),,(42.8),
"",,(56),,(43.8),,(20),,(50)
Hemoptysis,16/1293,0/22,15/1299,1/16,16/1300,0/15,16/1313,0/2
"",(1.2),,(1.2),,(1.2),,(1.2),
"",,(0),,(6.3),,(0),,(0)
Shortness of breath,321/1370,10/24,323/1377,8/17,321/1375,10/19,330/1392,1/2
"",(23.4),(41.7),(23.5),,(23.3),(52.6),(23.7),
"",,,,(47.1),,,,(50)
Headache,202/1306,3/22,203/1314,2/14,203/1311,2/17,205/1326,0/2
"",(15.5),(13.6),(15.4),,(15.5),,(15.5),
"",,,,(14.3),,(11.8),,(0)
Dry cough,1037/147,15/26,1039/1481,13/17,1037/1479,15/19,1050/1495,2/3
"",2 (70.4),(57.7),(70.2),(76.5),(70.1),(78.9),(70.2),
"",,,,,,,,(66.7)
Pharyngodynia,188/1294,6/23,193/1303,1/14,191/1300,3/17,193/1315,1/2
"",(14.5),(26.1),(14.8),,(14.7),,(14.7),
"",,,,(7.1),,(17.6),,(50)
Productive cough,508/1401,5/23,504/1408,9/16,505/1407,8/17,512/1421,1/3
"",(36.3),(21.7),(35.8),,(35.9),,(36),
"",,,,(56.3),,(47.1),,(33.3)
Fatigue,570/1340,14/25,577/1349,7/16,581/1350,3/15,583/1363,1/2
"",(42.5),,(42.8),,(43),,(42.8),
"",,(56),,(43.8),,(20),,(50)
Hemoptysis,16/1293,0/22,15/1299,1/16,16/1300,0/15,16/1313,0/2
"",(1.2),,(1.2),,(1.2),,(1.2),
"",,(0),,(6.3),,(0),,(0)
Shortness of breath,321/1370,10/24,323/1377,8/17,321/1375,10/19,330/1392,1/2
"",(23.4),(41.7),(23.5),,(23.3),(52.6),(23.7),
"",,,,(47.1),,,,(50)
Headache,202/1306,3/22,203/1314,2/14,203/1311,2/17,205/1326,0/2
"",(15.5),(13.6),(15.4),,(15.5),,(15.5),
"",,,,(14.3),,(11.8),,(0)
Dry cough,1037/147,15/26,1039/1481,13/17,1037/1479,15/19,1050/1495,2/3
"",2 (70.4),(57.7),(70.2),(76.5),(70.1),(78.9),(70.2),
"",,,,,,,,(66.7)
Pharyngodynia,188/1294,6/23,193/1303,1/14,191/1300,3/17,193/1315,1/2
"",(14.5),(26.1),(14.8),,(14.7),,(14.7),
"",,,,(7.1),,(17.6),,(50)
Productive cough,508/1401,5/23,504/1408,9/16,505/1407,8/17,512/1421,1/3
"",(36.3),(21.7),(35.8),,(35.9),,(36),
"",,,,(56.3),,(47.1),,(33.3)
Fatigue,570/1340,14/25,577/1349,7/16,581/1350,3/15,583/1363,1/2
"",(42.5),,(42.8),,(43),,(42.8),
"",,(56),,(43.8),,(20),,(50)
Hemoptysis,16/1293,0/22,15/1299,1/16,16/1300,0/15,16/1313,0/2
"",(1.2),,(1.2),,(1.2),,(1.2),
"",,(0),,(6.3),,(0),,(0)
Shortness of breath,321/1370,10/24,323/1377,8/17,321/1375,10/19,330/1392,1/2
"",(23.4),(41.7),(23.5),,(23.3),(52.6),(23.7),
"",,,,(47.1),,,,(50)
Headache,202/1306,3/22,203/1314,2/14,203/1311,2/17,205/1326,0/2
"",(15.5),(13.6),(15.4),,(15.5),,(15.5),
"",,,,(14.3),,(11.8),,(0)
Dry cough,1037/147,15/26,1039/1481,13/17,1037/1479,15/19,1050/1495,2/3
"",2 (70.4),(57.7),(70.2),(76.5),(70.1),(78.9),(70.2),
"",,,,,,,,(66.7)
Pharyngodynia,188/1294,6/23,193/1303,1/14,191/1300,3/17,193/1315,1/2
"",(14.5),(26.1),(14.8),,(14.7),,(14.7),
"",,,,(7.1),,(17.6),,(50)
Productive cough,508/1401,5/23,504/1408,9/16,505/1407,8/17,512/1421,1/3
"",(36.3),(21.7),(35.8),,(35.9),,(36),
"",,,,(56.3),,(47.1),,(33.3)
Fatigue,570/1340,14/25,577/1349,7/16,581/1350,3/15,583/1363,1/2
"",(42.5),,(42.8),,(43),,(42.8),
"",,(56),,(43.8),,(20),,(50)
Hemoptysis,16/1293,0/22,15/1299,1/16,16/1300,0/15,16/1313,0/2
"",(1.2),,(1.2),,(1.2),,(1.2),
"",,(0),,(6.3),,(0),,(0)
Shortness of breath,321/1370,10/24,323/1377,8/17,321/1375,10/19,330/1392,1/2
"",(23.4),(41.7),(23.5),,(23.3),(52.6),(23.7),
"",,,,(47.1),,,,(50)
Headache,202/1306,3/22,203/1314,2/14,203/1311,2/17,205/1326,0/2
"",(15.5),(13.6),(15.4),,(15.5),,(15.5),
"",,,,(14.3),,(11.8),,(0)
Dry cough,1037/147,15/26,1039/1481,13/17,1037/1479,15/19,1050/1495,2/3
"",2 (70.4),(57.7),(70.2),(76.5),(70.1),(78.9),(70.2),
"",,,,,,,,(66.7)
Pharyngodynia,188/1294,6/23,193/1303,1/14,191/1300,3/17,193/1315,1/2
"",(14.5),(26.1),(14.8),,(14.7),,(14.7),
"",,,,(7.1),,(17.6),,(50)
Productive cough,508/1401,5/23,504/1408,9/16,505/1407,8/17,512/1421,1/3
"",(36.3),(21.7),(35.8),,(35.9),,(36),
"",,,,(56.3),,(47.1),,(33.3)
Fatigue,570/1340,14/25,577/1349,7/16,581/1350,3/15,583/1363,1/2
"",(42.5),,(42.8),,(43),,(42.8),
"",,(56),,(43.8),,(20),,(50)
Hemoptysis,16/1293,0/22,15/1299,1/16,16/1300,0/15,16/1313,0/2
"",(1.2),,(1.2),,(1.2),,(1.2),
"",,(0),,(6.3),,(0),,(0)
Shortness of breath,321/1370,10/24,323/1377,8/17,321/1375,10/19,330/1392,1/2
"",(23.4),(41.7),(23.5),,(23.3),(52.6),(23.7),
"",,,,(47.1),,,,(50)
Headache,202/1306,3/22,203/1314,2/14,203/1311,2/17,205/1326,0/2
"",(15.5),(13.6),(15.4),,(15.5),,(15.5),
"",,,,(14.3),,(11.8),,(0)
Dry cough,1037/147,15/26,1039/1481,13/17,1037/1479,15/19,1050/1495,2/3
"",2 (70.4),(57.7),(70.2),(76.5),(70.1),(78.9),(70.2),
"",,,,,,,,(66.7)
Pharyngodynia,188/1294,6/23,193/1303,1/14,191/1300,3/17,193/1315,1/2
"",(14.5),(26.1),(14.8),,(14.7),,(14.7),
"",,,,(7.1),,(17.6),,(50)
